IDMachine,IDSeance,PoidsMax,RythmeCardiaque
,63,974,108.33,162
,51,287,160.06,116
,12,37,173.51,178
,44,83,88.19,121
,71,697,64.73,144
,42,959,80.07,63
,93,550,47.95,132
,64,810,12.59,88
,2,162,74.4,112
,63,774,51.9,135
,10,889,73.09,118
,65,172,62.92,165
,67,125,138.92,161
,37,255,79.5,73
,27,887,199.26,165
,33,357,108.83,160
,38,383,163.69,86
,59,760,157.65,152
,70,393,104.65,111
,12,784,55.31,115
,54,972,135.39,111
,27,291,17.93,117
,42,280,171.83,177
,77,618,56.39,123
,95,355,103.5,86
,63,754,143.73,152
,87,444,176.11,134
,10,960,150.05,122
,39,614,35.95,164
,27,477,154.46,101
,14,104,112.59,152
,29,262,199.51,108
,55,422,78.04,104
,100,775,169.46,179
,57,457,131.87,118
,65,823,112.43,157
,71,374,32.68,108
,34,685,50.86,120
,26,597,50.85,169
,82,284,83.9,150
,77,477,92.81,101
,15,86,120.94,122
,20,513,57.86,76
,71,957,128.3,114
,79,797,20.8,143
,13,948,77.03,169
,47,582,90.81,87
,49,515,66.86,137
,19,634,69.52,85
,13,571,125.12,170
,11,413,56.39,117
,13,264,35.84,85
,92,305,98.66,64
,38,494,160.52,162
,59,208,159.01,178
,66,556,12.45,72
,62,34,91.8,174
,61,553,124.45,67
,83,412,104.63,136
,72,446,97.67,152
,75,768,144.54,107
,42,6,150.99,67
,66,547,70.01,97
,17,806,29.21,92
,17,868,121.84,172
,88,182,52.05,101
,15,741,72.12,80
,26,147,91.59,165
,63,136,14.4,75
,17,572,184.62,62
,51,858,34.5,141
,32,858,47.11,86
,76,752,17.9,83
,83,383,181.93,172
,73,342,114.99,171
,92,825,78.66,142
,77,633,44.72,158
,44,706,20.96,167
,53,748,187.54,112
,72,636,180.79,62
,69,49,75.01,102
,18,102,68.25,128
,36,145,154.39,103
,11,681,99.62,78
,26,766,64.37,135
,91,357,88.73,76
,91,83,67.32,99
,1,728,152.01,177
,57,345,162.15,130
,69,827,139.74,74
,6,189,136.11,124
,69,494,83.24,121
,73,830,71.58,102
,73,833,48.15,114
,35,89,95.67,158
,48,667,49.0,147
,65,43,165.66,122
,85,351,119.1,102
,16,787,178.35,157
,91,310,162.66,115
,51,908,199.82,62
,32,413,189.26,179
,4,140,82.93,101
,36,876,155.54,98
,83,682,22.44,63
,95,731,167.9,84
,78,267,28.71,117
,29,951,25.71,157
,53,449,106.34,168
,17,890,174.28,88
,21,278,131.93,121
,95,630,143.37,136
,42,492,81.77,76
,56,117,164.36,106
,15,579,32.69,166
,30,881,134.15,61
,3,827,99.5,130
,55,362,156.16,103
,44,677,184.37,119
,76,847,116.0,148
,16,586,86.27,167
,45,525,168.73,147
,45,459,102.82,88
,63,893,48.02,168
,47,160,142.44,107
,63,103,153.61,99
,96,464,177.03,144
,37,387,23.22,117
,88,510,101.88,70
,34,805,126.65,121
,76,470,159.02,171
,33,560,132.32,79
,36,362,114.16,119
,38,917,165.12,93
,3,981,162.35,73
,1,229,93.35,165
,45,690,55.32,165
,92,727,97.61,83
,91,582,18.76,137
,40,891,121.1,121
,94,325,195.82,65
,46,708,194.61,96
,8,702,95.56,128
,42,209,84.03,154
,75,554,105.78,75
,2,480,188.28,170
,32,203,162.01,95
,71,366,109.31,151
,1,869,20.0,90
,5,196,34.62,148
,66,574,153.65,95
,39,965,185.63,83
,18,533,120.61,103
,71,81,98.07,60
,28,180,73.69,115
,19,427,86.99,140
,29,760,198.44,79
,57,545,171.36,72
,35,653,34.68,162
,7,454,89.53,62
,18,514,182.04,150
,4,132,114.23,169
,43,713,36.99,153
,22,885,154.87,156
,70,434,26.13,78
,74,918,196.7,94
,12,852,49.61,138
,48,961,180.98,82
,80,172,103.34,168
,42,76,95.37,153
,22,200,159.25,134
,62,792,111.02,171
,16,17,187.69,61
,76,83,187.45,173
,67,563,46.09,105
,97,530,38.07,96
,52,245,189.37,145
,31,982,67.96,143
,3,337,112.16,62
,29,500,10.55,64
,5,375,85.25,172
,54,520,106.04,116
,30,927,109.99,80
,81,732,187.04,179
,95,523,66.01,135
,37,753,150.38,99
,38,860,45.7,104
,34,670,173.16,88
,46,999,108.75,101
,81,656,80.68,177
,66,933,55.39,69
,37,95,34.2,136
,73,413,147.35,151
,85,512,105.75,87
,87,496,26.81,132
,7,892,52.25,152
,77,97,169.75,100
,100,195,99.33,142
,82,94,196.76,130
,83,48,117.97,130
,18,748,64.61,108
,11,970,98.02,130
,19,805,48.11,171
,54,246,175.2,161
,96,32,48.4,120
,44,844,167.6,106
,92,249,45.55,159
,62,690,96.22,101
,23,601,23.34,109
,3,369,68.17,143
,3,691,184.91,115
,73,656,156.13,71
,52,165,173.72,62
,99,801,85.5,153
,82,668,116.71,73
,37,573,76.52,92
,14,520,171.1,68
,81,392,55.57,118
,77,533,124.19,131
,70,49,117.02,102
,49,269,171.02,169
,33,135,62.24,108
,67,425,165.79,78
,55,561,20.85,102
,70,476,173.54,141
,26,872,165.83,149
,5,676,91.93,157
,34,84,164.7,75
,20,303,91.13,173
,75,429,120.96,133
,84,193,128.63,81
,85,589,42.4,130
,28,913,153.81,154
,64,762,52.0,165
,95,951,53.49,136
,34,835,99.91,128
,50,817,119.62,180
,33,986,113.2,172
,49,278,138.83,95
,48,935,111.64,159
,91,447,137.59,62
,92,556,48.8,96
,51,720,169.31,135
,18,400,104.96,141
,92,540,34.11,134
,40,632,87.79,174
,68,787,46.36,69
,71,499,80.06,115
,32,525,47.97,159
,10,341,92.59,88
,69,740,178.83,134
,5,478,160.11,71
,12,893,29.39,132
,47,713,91.19,174
,35,640,141.36,114
,29,664,61.78,168
,15,327,19.96,126
,95,457,35.09,177
,56,225,184.88,152
,97,526,57.03,110
,58,829,99.56,113
,43,432,63.94,130
,44,17,86.44,136
,62,212,61.66,124
,2,898,169.55,145
,11,883,175.87,86
,22,685,49.19,103
,18,255,98.92,129
,82,472,89.5,94
,11,530,88.92,162
,45,851,163.05,106
,36,694,173.19,87
,38,901,77.23,161
,93,752,163.44,152
,50,690,94.75,109
,42,835,175.16,74
,45,483,173.63,147
,90,109,82.46,115
,13,710,37.45,62
,45,505,73.93,106
,30,417,40.78,151
,71,487,174.32,132
,21,984,53.58,176
,33,148,100.09,85
,1,17,96.24,82
,100,573,82.43,137
,35,164,159.88,148
,46,790,193.73,64
,53,15,50.9,180
,7,376,65.58,165
,56,368,12.98,130
,47,910,16.25,69
,83,811,26.94,67
,17,561,86.86,160
,65,68,74.48,121
,30,485,34.5,66
,28,605,84.73,127
,19,134,94.25,152
,74,902,87.9,70
,67,353,61.12,153
,33,438,25.74,137
,69,777,119.72,162
,64,919,76.75,141
,15,499,58.65,107
,90,389,62.17,171
,62,808,127.15,145
,25,753,92.03,80
,94,868,111.45,164
,94,422,37.21,85
,20,63,111.95,158
,56,38,109.27,119
,13,251,31.36,78
,37,187,92.66,176
,34,68,151.83,142
,20,609,26.71,115
,62,724,117.03,107
,19,661,77.76,111
,89,107,25.34,68
,32,56,135.25,141
,76,296,173.55,97
,51,441,72.75,112
,49,548,147.5,176
,32,346,22.09,86
,96,889,73.85,122
,44,83,114.27,167
,96,464,185.59,130
,5,830,195.17,164
,16,39,64.66,84
,94,313,42.8,92
,57,279,196.02,88
,40,573,28.74,67
,37,59,176.44,93
,51,484,81.19,169
,54,703,24.97,176
,57,45,188.31,108
,28,844,97.88,163
,10,540,104.27,178
,49,165,20.71,117
,75,354,29.21,98
,16,314,55.9,132
,77,696,78.77,90
,65,407,155.93,89
,69,233,137.89,75
,26,132,134.05,129
,82,461,14.65,100
,90,495,121.51,149
,16,819,30.44,90
,49,954,147.34,83
,39,431,186.12,88
,7,63,133.34,105
,48,385,155.94,114
,66,184,48.78,84
,77,348,158.61,163
,81,962,136.28,136
,18,1000,37.3,97
,77,138,62.6,159
,16,416,115.62,148
,15,75,86.33,123
,32,980,73.75,87
,42,634,97.89,80
,29,819,87.15,63
,64,395,199.95,152
,44,606,63.95,96
,38,599,80.86,132
,97,785,122.17,170
,36,516,168.83,92
,16,34,77.82,60
,34,979,124.8,138
,77,874,100.48,69
,12,685,137.58,136
,92,516,146.78,127
,22,845,47.61,112
,81,536,114.29,121
,27,701,165.63,120
,35,803,191.49,103
,68,406,41.32,177
,27,806,80.61,115
,65,674,56.05,176
,15,379,24.69,152
,86,631,73.18,93
,88,625,67.36,96
,16,362,142.82,166
,19,915,44.91,144
,79,588,19.86,158
,87,122,168.0,141
,54,739,160.87,74
,11,65,69.51,171
,78,355,161.23,85
,9,60,102.11,76
,69,567,75.99,83
,20,661,103.01,172
,23,993,67.71,86
,25,210,159.21,121
,100,441,64.93,122
,26,814,11.87,84
,2,776,28.9,82
,20,808,52.45,163
,26,326,155.31,134
,21,125,53.06,115
,13,397,55.01,73
,7,847,133.75,140
,83,999,126.41,180
,18,720,54.66,157
,51,597,136.29,160
,1,472,23.05,78
,19,753,178.65,161
,85,663,64.09,156
,21,882,46.42,87
,64,208,155.13,69
,26,891,195.62,165
,74,622,95.41,135
,60,149,53.48,81
,46,465,198.64,80
,33,621,63.13,179
,71,211,171.03,72
,10,475,29.99,124
,31,41,38.78,114
,42,252,40.99,62
,53,29,41.24,179
,6,25,51.55,130
,90,691,106.19,109
,73,542,113.2,141
,68,452,79.04,125
,87,662,195.75,79
,37,812,193.27,106
,16,831,27.6,101
,9,790,63.71,96
,39,816,190.59,70
,39,158,31.73,103
,62,814,150.17,125
,42,902,196.87,91
,56,959,126.67,93
,27,269,121.14,106
,16,349,24.6,169
,37,2,78.68,148
,21,927,179.45,109
,96,983,138.75,107
,59,753,146.06,146
,44,167,142.23,72
,52,200,160.14,76
,12,956,172.67,170
,50,551,153.4,115
,84,805,108.62,144
,56,762,120.85,91
,64,928,181.25,103
,79,874,18.33,115
,75,106,17.9,177
,41,826,17.44,73
,4,177,11.95,149
,63,513,145.34,101
,17,811,137.56,126
,41,930,31.85,170
,89,620,81.61,88
,95,23,91.56,176
,1,707,138.81,134
,14,695,197.43,83
,79,324,18.65,162
,73,208,180.51,134
,11,60,192.6,89
,53,905,184.46,115
,81,855,169.01,101
,94,789,123.32,121
,31,18,124.86,141
,99,119,140.08,86
,20,322,13.94,67
,10,662,180.79,127
,8,153,70.36,179
,35,534,104.88,78
,21,884,182.83,146
,15,557,156.33,159
,74,998,25.65,166
,30,923,66.41,137
,85,240,39.88,166
,19,671,73.18,101
,12,595,194.77,160
,35,81,87.5,75
,65,134,135.77,78
,98,657,57.47,120
,23,799,142.7,95
,69,367,22.18,90
,75,826,98.57,68
,42,131,29.77,93
,43,626,100.66,167
,8,565,195.51,95
,50,114,104.11,109
,65,823,157.23,173
,80,425,185.96,162
,55,151,57.67,153
,30,406,82.71,108
,18,153,169.47,150
,95,317,138.98,133
,29,940,42.64,133
,21,933,69.48,76
,44,698,59.43,168
,55,180,65.4,151
,5,78,133.62,159
,64,544,84.67,108
,44,465,67.26,131
,47,977,51.28,133
,40,205,50.61,145
,5,368,20.51,85
,59,873,105.34,81
,94,642,104.45,162
,14,964,57.52,164
,89,858,105.53,78
,90,925,64.21,151
,67,470,198.32,149
,85,300,98.29,120
,45,956,155.35,65
,79,865,149.09,149
,69,311,177.07,87
,68,796,194.91,88
,83,733,90.46,132
,16,602,10.39,170
,27,535,20.73,157
,22,10,135.94,165
,13,845,10.36,180
,10,672,26.3,85
,33,584,16.94,107
,93,967,45.24,77
,72,256,159.82,118
,97,323,154.9,128
,31,909,23.4,125
,40,934,67.4,158
,44,897,125.48,107
,50,850,198.28,87
,16,6,105.19,163
,19,941,98.59,123
,65,383,103.98,96
,72,325,12.89,120
,29,44,55.62,167
,8,84,149.56,147
,67,586,122.69,93
,91,641,73.22,102
,66,39,167.14,176
,63,392,167.29,137
,16,290,151.51,108
,74,70,193.08,77
,61,478,127.85,167
,14,507,62.54,164
,10,905,40.31,79
,80,900,106.82,162
,70,695,68.12,106
,27,67,117.3,136
,71,731,199.24,76
,86,201,141.73,74
,50,917,128.07,78
,41,73,85.94,116
,44,181,105.46,152
,33,370,62.59,98
,26,939,95.26,166
,79,610,153.37,67
,96,772,121.9,160
,95,103,156.88,107
,54,17,74.32,88
,24,73,20.88,117
,79,120,63.06,63
,63,11,171.4,162
,26,226,66.1,76
,32,852,157.98,145
,51,925,60.6,112
,77,947,78.22,156
,42,867,101.93,93
,61,400,48.29,167
,11,695,178.12,144
,77,474,99.41,137
,57,352,121.61,146
,11,175,89.65,64
,38,359,191.65,144
,4,768,122.37,141
,63,928,198.66,141
,53,340,166.6,150
,88,604,172.34,140
,25,756,72.54,149
,98,931,38.96,162
,34,896,51.77,89
,47,927,104.17,159
,80,28,119.21,150
,85,725,37.48,174
,38,200,152.49,80
,49,73,64.92,69
,83,20,61.92,174
,79,609,165.42,120
,17,275,135.4,62
,50,342,176.89,63
,11,915,135.56,152
,98,469,59.11,80
,71,147,50.39,123
,9,352,27.22,169
,88,854,30.61,135
,41,961,71.04,97
,62,3,84.99,175
,84,922,141.82,132
,36,255,184.49,83
,78,204,19.6,62
,96,150,10.65,113
,68,997,173.78,73
,81,225,91.46,164
,59,304,53.55,153
,9,341,156.26,170
,63,367,69.32,134
,61,721,174.23,116
,38,697,137.84,173
,83,159,149.84,161
,79,925,145.35,112
,9,866,101.98,154
,81,469,64.08,88
,100,23,162.35,88
,10,110,102.5,92
,78,400,102.83,129
,27,712,103.95,110
,87,696,160.11,176
,3,566,179.31,115
,11,853,176.53,156
,36,891,149.85,130
,5,849,171.07,72
,92,562,48.45,179
,80,222,131.75,147
,13,419,137.54,131
,80,786,51.34,173
,29,504,54.8,128
,39,913,172.22,102
,11,352,119.1,61
,63,30,88.0,94
,21,525,49.01,163
,51,369,31.31,124
,66,126,152.34,180
,76,49,111.61,177
,52,262,13.76,102
,95,635,107.03,89
,94,677,89.76,77
,100,72,110.03,149
,53,682,196.75,141
,54,259,189.87,130
,9,485,77.61,90
,99,731,114.3,136
,85,357,57.22,157
,38,202,72.49,140
,78,720,46.8,85
,69,59,84.33,124
,65,825,57.83,132
,87,850,127.14,165
,8,34,19.57,127
,6,72,80.53,161
,39,521,105.97,163
,35,210,199.25,81
,88,14,157.9,107
,19,385,195.29,71
,84,184,105.2,71
,76,403,41.11,140
,53,628,111.51,161
,54,810,111.01,149
,92,704,18.89,171
,25,181,173.4,97
,77,124,137.97,168
,26,441,79.34,125
,27,703,69.32,161
,71,880,117.62,84
,46,428,165.16,116
,75,927,77.71,93
,99,98,68.84,97
,51,643,16.11,127
,7,819,149.5,119
,6,365,35.31,150
,100,980,131.61,77
,21,820,10.19,116
,76,222,46.66,89
,20,878,176.86,174
,58,348,46.57,171
,57,947,154.91,111
,40,514,198.38,111
,72,928,12.92,173
,12,78,35.61,177
,33,92,53.28,74
,5,664,117.89,178
,88,599,116.97,74
,92,205,146.39,169
,2,545,77.76,169
,32,783,61.31,170
,88,212,193.19,65
,32,209,147.41,97
,80,751,58.8,162
,23,593,141.86,111
,40,566,156.58,109
,3,378,165.52,101
,91,580,143.42,123
,32,162,158.28,91
,29,305,168.29,63
,54,196,134.19,148
,95,996,108.63,179
,57,47,191.47,149
,46,916,136.58,64
,76,936,61.95,157
,100,115,64.98,123
,97,872,170.16,136
,97,95,61.56,102
,62,538,189.4,164
,81,700,51.81,129
,14,681,44.81,76
,89,171,55.74,159
,76,90,158.01,164
,46,745,58.23,141
,12,644,42.46,99
,76,382,45.01,88
,96,557,62.53,150
,16,76,112.91,175
,98,194,44.06,165
,73,95,36.04,148
,94,313,170.64,146
,68,328,115.13,115
,55,593,22.81,71
,65,788,11.12,168
,89,987,164.33,103
,19,160,60.69,88
,73,295,184.41,117
,18,206,126.82,95
,40,29,22.61,107
,43,833,42.38,147
,24,776,39.51,122
,61,855,147.92,100
,31,879,35.63,152
,49,891,123.62,60
,84,711,105.22,102
,77,466,130.59,171
,48,302,152.65,151
,24,326,194.54,143
,80,211,144.92,164
,82,356,174.61,166
,86,802,149.65,145
,39,178,23.77,101
,56,672,76.37,144
,99,703,134.58,160
,12,822,63.17,123
,84,670,76.24,85
,16,797,185.7,111
,67,74,21.75,150
,92,173,199.87,131
,59,684,92.05,157
,74,76,132.37,133
,18,263,183.83,115
,32,995,71.71,84
,95,253,157.35,157
,42,900,124.22,62
,92,500,153.95,93
,39,796,84.14,178
,77,768,126.38,92
,99,567,189.19,170
,6,781,38.88,96
,44,754,40.81,120
,92,510,110.55,81
,44,951,11.4,139
,14,458,17.45,116
,58,751,154.68,127
,43,167,40.73,67
,81,783,144.73,65
,42,176,82.61,139
,94,599,139.68,95
,49,77,41.83,159
,100,929,117.22,77
,53,173,71.16,112
,98,367,150.14,117
,65,539,127.75,116
,11,979,115.76,114
,68,34,181.95,64
,48,99,101.87,83
,96,642,143.12,85
,76,384,48.6,178
,98,273,55.07,70
,31,204,41.24,109
,92,412,111.6,80
,93,452,58.08,84
,100,859,83.89,77
,49,644,86.02,180
,6,278,44.49,69
,80,164,60.26,105
,81,993,138.43,132
,70,413,43.6,89
,48,398,175.83,72
,100,845,144.0,74
,97,671,47.02,161
,71,797,20.37,70
,18,638,99.26,121
,27,553,52.98,135
,22,736,42.56,101
,43,274,106.68,158
,64,14,141.31,150
,91,271,194.31,91
,42,425,43.34,74
,70,835,158.34,108
,74,494,150.24,83
,16,15,15.89,75
,68,842,126.15,106
,94,75,137.42,129
,85,539,35.97,168
,76,588,32.68,75
,92,455,199.91,125
,50,180,101.99,108
,55,673,107.29,157
,47,292,184.03,104
,63,965,99.89,139
,69,241,24.0,160
,46,130,180.59,99
,43,491,138.16,152
,22,764,43.43,62
,66,465,161.53,150
,88,599,76.71,167
,52,850,134.47,132
,49,550,147.04,112
,5,917,83.58,153
,45,877,78.55,91
,13,349,139.21,92
,55,74,134.39,122
,37,596,185.56,173
,6,774,68.49,109
,97,881,29.51,100
,11,99,152.48,66
,93,666,181.23,133
,71,132,107.84,134
,5,674,115.71,176
,22,829,99.26,119
,10,277,159.16,111
,88,250,177.63,93
,5,124,107.02,91
,67,137,81.22,151
,17,522,75.81,145
,66,627,129.01,120
,5,125,127.06,98
,75,658,39.07,74
,69,818,103.41,89
,2,810,189.14,166
,83,927,37.44,105
,45,705,133.66,176
,28,223,188.42,154
,65,396,40.68,62
,13,679,195.31,83
,26,235,27.67,131
,94,354,140.05,122
,31,990,121.92,135
,94,510,14.42,178
,24,442,37.32,96
,76,189,199.46,111
,75,809,194.47,165
,50,258,114.9,134
,98,236,85.77,127
,54,14,76.31,174
,16,718,129.19,162
,55,982,103.47,140
,54,758,148.99,172
,87,346,128.69,100
,45,367,86.65,76
,21,440,95.05,140
,25,757,110.23,117
,88,833,141.68,121
,22,342,86.5,131
,14,461,33.08,151
,94,18,13.87,108
,7,582,151.33,137
,74,516,28.55,135
,88,452,48.68,113
,72,793,156.95,151
,39,905,163.68,132
,30,371,23.38,152
,68,982,182.15,169
,43,334,143.12,132
,50,303,24.04,135
,14,38,176.7,116
,13,457,148.45,166
,53,335,64.5,126
,37,180,166.59,174
,33,834,192.78,85
,26,481,48.28,141
,83,729,158.35,80
,14,484,54.96,99
,77,18,18.93,130
,92,931,50.45,130
,66,575,167.31,67
,43,276,166.51,140
,66,277,154.4,131
,98,835,78.45,154
,65,101,63.3,100
,51,664,93.16,98
,77,778,142.97,133
,83,856,93.49,121
,8,207,12.41,81
,37,526,10.0,120
,84,288,159.43,164
,14,551,168.43,80
,51,955,65.67,114
,60,771,170.05,121
,17,715,24.18,147
,17,399,69.05,150
,28,873,193.68,120
,52,86,75.23,176
,51,27,86.0,89
,30,187,124.9,75
,32,462,20.06,121
,91,993,46.35,86
,71,838,125.19,97
,40,64,157.3,100
,95,733,22.85,125
,3,752,99.02,144
,93,81,76.09,157
,34,535,46.96,105
,86,286,15.18,66
,28,893,121.71,124
,85,147,97.63,108
,14,627,60.43,104
,37,379,30.18,113
,85,851,34.73,134
,26,839,121.8,82
,70,469,137.12,132
,48,797,46.03,125
,6,907,183.82,178
,76,958,123.01,148
,40,599,26.23,60
,96,514,190.13,96
,55,204,109.61,154
,62,563,72.12,113
,32,179,15.51,68
,49,773,97.62,125
,27,753,148.53,153
,24,862,54.64,149
,1,645,142.4,156
,96,12,127.58,127
,90,348,136.61,166
,25,295,115.37,92
,10,660,100.57,179
,12,552,46.84,122
,82,483,91.82,144
,87,330,79.12,119
,45,587,109.37,100
,90,346,90.98,77
,22,135,19.76,139
,21,227,178.0,68
,43,169,183.85,117
,24,755,137.43,116
,87,60,24.24,169
,62,999,93.4,60
,41,331,160.46,90
,60,354,126.45,176
,10,746,103.7,81
,49,867,165.34,110
,12,248,52.03,116
,12,526,91.9,92
,25,63,55.27,144
,10,541,115.49,106
,45,245,126.24,133
,33,275,153.71,131
,90,353,38.07,156
,40,738,186.27,96
,69,176,54.86,98
,63,38,157.22,134
,76,656,89.05,136
,66,697,189.56,74
,12,904,110.58,122
,86,96,140.79,135
,13,351,86.71,108
,88,228,129.63,135
,15,525,162.92,102
,16,370,191.09,100
,15,459,192.29,93
,34,811,188.82,96
,86,915,138.28,106
,92,526,88.43,155
,35,164,89.04,127
,54,44,124.36,85
,50,859,101.04,169
,56,176,82.79,170
,32,124,183.45,65
,67,84,79.55,124
,9,794,39.6,66
,52,449,70.92,109
,73,878,64.39,133
,33,5,15.81,75
,98,544,33.53,141
,10,793,138.08,155
,5,146,30.24,114
,93,895,181.24,155
,94,8,154.47,153
,69,522,81.04,168
,48,975,55.16,132
,21,218,142.32,101
,59,752,20.84,134
,36,913,113.47,94
,71,856,92.53,147
,56,530,116.24,159
,23,351,92.05,144
,96,125,47.19,62
,3,185,87.4,163
,64,640,97.73,75
,77,287,183.51,61
,25,58,26.47,76
,19,463,188.99,138
,9,19,185.16,165
,60,11,12.42,122
,87,22,145.0,118
,37,39,17.49,162
,34,88,194.51,133
,4,534,24.64,89
,78,630,171.86,74
,61,87,54.58,143
,44,393,121.08,154
,48,485,65.58,86
,38,221,45.67,113
,66,480,89.82,134
,31,859,128.26,91
,91,304,69.95,75
,56,912,179.57,104
,9,985,178.81,96
,54,925,175.6,100
,28,504,148.05,80
,8,357,199.86,137
,71,951,197.54,153
,91,728,97.9,102
,97,701,90.09,100
,37,492,27.24,61
,26,870,148.56,135
,33,711,128.28,81
,85,738,25.77,102
,34,975,74.76,91
,71,561,56.14,94
,84,608,35.6,131
,74,963,66.34,99
,72,199,116.7,156
,27,282,137.29,142
,97,201,109.91,174
,33,102,179.55,165
,70,718,86.13,111
,43,699,73.59,129
,78,617,26.3,111
,73,745,50.71,98
,97,894,16.34,177
,91,154,49.85,89
,60,712,50.7,92
,34,704,180.03,69
,6,370,153.1,91
,33,365,18.45,154
,7,469,36.73,112
,82,736,171.42,136
,4,439,149.08,99
,53,652,176.59,113
,27,743,165.13,175
,38,356,193.64,153
,89,352,73.22,166
,69,357,41.15,63
,67,647,107.77,99
,92,909,143.04,102
,89,877,52.29,113
,12,892,155.79,78
,14,159,123.4,178
,49,35,28.56,133
,34,455,76.69,172
,83,753,84.5,180
,33,421,61.88,112
,46,198,185.68,81
,81,456,127.1,149
,19,844,154.03,65
,2,354,114.14,148
,84,257,144.87,131
,40,175,138.47,78
,44,319,146.27,130
,38,279,196.59,129
,19,192,28.89,125
,52,567,195.0,99
,84,57,174.59,122
,30,549,53.41,144
,70,199,135.04,135
,64,184,194.19,154
,95,796,80.11,110
,73,683,172.12,105
,44,265,117.07,137
,58,630,142.37,65
,25,565,91.89,71
,42,135,79.55,140
,39,679,174.9,99
,58,427,45.02,125
,25,464,121.86,119
,89,606,158.96,141
,31,980,147.71,73
,90,571,67.57,76
,79,223,49.54,160
,5,904,134.97,167
,43,551,116.14,144
,69,112,68.08,160
,45,270,136.41,135
,78,898,54.56,137
,100,826,180.47,123
,47,780,79.82,99
,78,837,177.39,145
,78,509,168.93,69
,9,451,41.02,70
,68,807,76.08,156
,42,473,47.17,163
,27,966,127.17,180
,31,869,36.82,165
,36,731,125.9,169
,97,212,170.44,178
,47,993,47.46,100
,61,344,135.41,88
,49,149,171.72,154
,59,806,179.2,146
,25,462,72.69,91
,37,523,196.13,132
,30,409,120.94,76
,72,307,149.13,96
,86,818,113.99,70
,10,700,119.92,80
,40,501,150.05,112
,84,984,90.69,75
,60,258,89.53,68
,71,858,168.13,82
,91,565,15.92,112
,80,750,75.74,89
,21,870,156.69,86
,60,582,102.33,145
,40,316,28.85,143
,6,282,158.57,61
,83,730,160.55,70
,47,879,108.12,135
,11,890,135.85,114
,17,633,193.4,61
,29,936,84.4,163
,25,49,19.95,138
,23,262,75.55,143
,85,97,90.49,77
,89,3,173.39,151
,86,929,32.24,99
,27,426,62.06,128
,48,343,118.79,63
,5,967,178.44,76
,16,270,144.09,97
,25,630,197.05,173
,47,355,77.14,123
,15,60,131.46,77
,11,798,84.64,72
,15,427,75.72,96
,12,689,87.96,65
,89,407,10.69,60
,99,718,128.69,75
,86,664,94.25,131
,46,313,143.02,166
,49,202,93.6,178
,33,185,144.27,97
,22,277,69.03,133
,89,881,106.07,156
,24,915,24.05,126
,58,460,157.17,153
,69,650,102.51,79
,40,419,147.7,98
,32,935,128.43,100
,58,972,133.96,154
,100,239,42.2,122
,71,37,185.77,88
,26,521,159.23,130
,50,140,81.93,131
,46,396,109.51,172
,9,158,145.35,151
,66,593,131.98,75
,43,304,101.28,141
,90,18,39.06,150
,96,261,163.24,60
,95,291,105.19,117
,29,301,27.62,105
,99,960,64.79,142
,76,846,106.76,142
,10,249,55.67,164
,57,467,114.12,86
,21,138,63.91,103
,71,233,98.13,69
,3,311,159.51,160
,8,730,159.31,71
,77,240,187.93,94
,10,380,97.43,126
,49,49,180.64,113
,73,346,155.25,78
,6,161,14.26,153
,13,944,184.53,63
,79,705,25.51,169
,21,73,14.33,134
,29,925,154.77,88
,83,223,133.16,158
,79,570,20.51,176
,84,613,185.11,79
,59,915,113.58,152
,92,798,14.16,160
,34,63,63.21,137
,21,601,122.98,146
,27,878,24.68,99
,82,25,26.87,138
,95,301,197.72,105
,80,653,78.68,81
,84,713,18.01,160
,55,601,156.89,178
,47,876,183.71,144
,56,942,115.26,167
,75,563,123.91,117
,20,464,188.8,89
,48,690,118.02,131
,56,69,113.33,135
,64,802,183.39,130
,58,422,118.75,87
,37,756,46.13,105
,84,922,25.55,64
,65,965,23.23,135
,87,237,54.68,172
,8,220,87.62,137
,77,822,59.06,140
,63,643,104.56,138
,10,599,194.79,118
,72,822,119.46,92
,16,519,195.57,89
,90,889,178.23,77
,34,390,31.54,130
,45,616,161.67,96
,11,46,168.06,142
,6,365,54.31,100
,26,597,50.42,64
,100,568,68.19,130
,92,28,99.28,123
,61,179,103.86,107
,83,946,21.22,75
,47,791,15.15,109
,78,652,183.56,156
,56,629,136.79,159
,83,501,65.93,113
,72,273,78.23,108
,25,327,157.53,61
,77,563,22.36,78
,38,61,71.76,140
,63,756,86.88,60
,51,643,37.08,115
,48,585,47.75,150
,81,235,62.01,88
,9,668,132.88,166
,93,621,186.32,125
,10,549,76.3,180
,82,662,178.05,69
,66,318,156.32,171
,59,827,33.24,126
,88,404,157.11,166
,47,565,180.83,88
,96,586,160.01,65
,3,325,195.35,110
,64,911,109.09,162
,76,439,49.3,109
,29,207,102.1,179
,46,354,55.3,88
,72,404,156.18,117
,42,71,194.03,162
,27,401,25.99,100
,7,371,110.82,94
,86,932,30.27,161
,34,293,15.18,91
,62,903,110.45,107
,82,563,165.38,148
,89,105,94.73,117
,59,83,127.26,105
,25,606,49.44,69
,46,453,178.28,119
,67,67,77.69,97
,99,851,66.53,171
,65,695,11.65,170
,48,302,16.55,176
,67,597,67.04,133
,75,633,11.32,148
,52,746,173.37,173
,96,848,75.79,155
,18,969,159.33,143
,46,767,141.46,149
,32,114,78.2,118
